ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
155,"Imagine you're the woman in red clothes in this image — which direction are you facing?A. back-left
B. front-right
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,D. front-left,False
156,"When positioned at bed facing table, where can you find lamp?A. left
B. front-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,D. right,True
157,"With the camera's viewpoint as the front, which direction is the boy facing in the image?A. left
B. back-left
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-right,D. back-right,True
158,"Could you tell me the location of the cabinet in comparison to the sink?A. above-left
B. front-right
C. front-left
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-right,D. back-down,False
159,"Imagine standing at shelves looking towards desk, where is sofa?A. front-right
B. back-right
C. back-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,A. front-right,True
160,"When positioned at sink facing toilet, where can you find mirror?A. right
B. front
C. front-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A,D. back-left,False
161,"With the camera's viewpoint as the front, which direction is the man wearing the red and white striped clothes facing in the image?A. back
B. right
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C.,A. back,False
162,"If you're looking at the table, where would you find the window?A. down-right
B. back-up
C. back-right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down-right,D. above,False
163,"Imagine standing at cabinet looking towards sink, where is toilet?A. front
B. back
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. right,C. right,True
164,"Imagine standing at chair looking towards clothes, where is refrigerator?A. front-right
B. right
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,C. front-left,False
165,"If you stand at bed facing cabinet, where is door?A. front-left
B. front-right
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. back-right,B. front-right,False
166,"Could you tell me the location of the curtain in comparison to the bed?A. down-left
B. down-right
C. front-up
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-up,C. front-up,True
167,"Suppose you are in the boy’s position, what direction are you facing?A. front
B. right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
168,"Taking the camera lens as the front, what direction is the man in green looking toward?A. back-left
B. right
C. front-right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,A. back-left,True
169,"If you stand at toilet facing towel, where is door?A. back
B. front-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
170,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. left
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,A. left,False
171,"Imagine standing at pillow looking towards box, where is whiteboard?A. back
B. front-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
172,"Can you describe the position of the lamp relative to the refrigerator?A. back-down
B. front-down
C. front
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back-down,D. above-right,False
173,"From this man's perspective, where is the tennis ball positioned?A. front-right
B. front-left
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. front-right,A. front-right,True
174,"Where is the table in relation to the sink?A. front-right
B. down-left
C. above
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down-left,B. down-left,True
175,"Taking the camera lens as the front, what direction is the man looking toward?A. front-left
B. front-right
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-right,C. back-left,False
176,"If you're looking at the table, where would you find the television?A. left
B. front-down
C. above
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,C. above,True
177,"Could you tell me the location of the table in comparison to the sofa?A. back
B. front-right
C. back-up
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-right,B. front-right,True
178,"How is the pillow positioned with respect to the desk?A. back
B. back-right
C. down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
179,"Standing at window, gazing at bed, where should picture be?A. right
B. back-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,C. left,True
180,"Could you tell me the location of the table in comparison to the pillow?A. front
B. back-down
C. down-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
181,"Could you tell me the location of the towel in comparison to the sink?A. front-down
B. front
C. back-left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. back-left,C. back-left,True
182,"Can you describe the position of the sofa relative to the shelves?A. above
B. down
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,D. right,False
183,"With the camera's viewpoint as the front, which direction is the man facing in the image?A. back
B. front
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back,C. left,False
184,"Suppose you are in the man in black’s position, what direction are you facing?A. back
B. front-left
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. right,B. front-left,False
